chr1,start1,end1,chr2,start2,end2
ChrA1,427262,427856,ChrB7,411551,412160
ChrA1,429274,430108,ChrB7,458155,458992
ChrA1,430540,431113,ChrB7,459109,459664
ChrA1,431709,433221,ChrB7,459853,461365
ChrA1,433580,436760,ChrB7,461665,464911
ChrA1,437522,438965,ChrB7,116058,117561
ChrA1,439348,441934,ChrB2,209652,212175
ChrA1,442460,444818,ChrB7,476312,478652
ChrA1,445031,448787,ChrB2,212631,216366
ChrA1,449589,450111,ChrB7,475544,476069
ChrA1,450397,451138,ChrB7,474488,475247
ChrA1,451479,451926,ChrB2,216586,217129
ChrA1,452332,453730,ChrB7,472854,474276
ChrA1,454422,455211,ChrB7,998357,999140
ChrA1,455455,457006,ChrB7,996868,998188
ChrA1,457439,459251,ChrB8,445712,447605
ChrA1,459572,461117,ChrB8,443827,445384
ChrA1,461372,461966,ChrB7,995638,996229
ChrA1,462166,463474,ChrB8,442180,443476
ChrA1,463759,465448,ChrB8,440376,441933
ChrA1,465701,466481,ChrB8,439341,440127
ChrA1,466775,468674,ChrB8,437169,439050
ChrA1,469129,476365,ChrB8,429706,436948
ChrA1,478336,482674,ChrB8,424609,429178
ChrA1,485885,488510,ChrB7,991175,993521
ChrA1,490031,491270,ChrB7,988048,989419
ChrA1,495846,496617,ChrB8,423723,424473
ChrA1,496865,497507,ChrB7,984965,985685
ChrA1,497873,499544,ChrB7,982481,984272
ChrA1,503728,504997,ChrB7,978035,979319
ChrA1,505578,505989,ChrB7,977335,977776
ChrA1,507777,509481,ChrB7,974874,976581
ChrA1,510370,513349,ChrB7,970770,973734
ChrA1,514367,514619,ChrB10,159622,159847
ChrA1,516513,528711,ChrB11,535646,547925
ChrA1,528975,529632,ChrB11,548215,549091
ChrA1,529963,531700,ChrB11,549447,551367
ChrA1,532964,533756,ChrB11,551656,552242
ChrA1,534437,535670,ChrB10,154984,156127
ChrA1,536242,537433,ChrB11,554986,556174
ChrA1,537888,538701,ChrB11,556517,557342
ChrA1,538933,540268,ChrB11,557676,558954
ChrA1,541544,543659,ChrB10,147966,150390
ChrA1,543974,544439,ChrB10,147100,147577
ChrA1,545948,547088,ChrB7,1063812,1064940
ChrA1,547337,548231,ChrB10,145159,146044
ChrA1,548719,549763,ChrB10,143291,144701
ChrA1,550665,551748,ChrB10,141418,142567
ChrA1,553402,553987,ChrB10,140436,141138
ChrA1,557367,559341,ChrB11,562546,565138
ChrA1,559395,560994,ChrB10,137378,139370
ChrA1,562139,562730,ChrB11,565298,565892
ChrA1,563146,564067,ChrB3,173825,176438
ChrA1,565426,565819,ChrB3,172949,173440
ChrA1,566175,566535,ChrB10,83447,83819
ChrA1,566779,568096,ChrB3,170885,172424
ChrA1,568688,569927,ChrB10,84067,85336
ChrA1,570629,573071,ChrB10,483958,486196
ChrA1,573194,574178,ChrB10,87582,88560
ChrA1,574471,574813,ChrB10,88786,89116
ChrA1,575019,575877,ChrB10,89281,90097
ChrA1,578089,580057,ChrB11,110463,112503
ChrA1,580396,583288,ChrB10,92052,94530
ChrA1,586956,587778,ChrB10,95091,95922
ChrA1,588023,588374,ChrB10,96160,96529
ChrA1,589212,591012,ChrB10,97736,99467
ChrA1,591224,592532,ChrB11,113214,114627
ChrA1,593186,594386,ChrB10,99703,100894
ChrA1,594871,595564,ChrB10,101149,101779
ChrA1,596009,598118,ChrB10,102226,104428
ChrA1,601526,602948,ChrB11,118792,120304
ChrA1,603168,604851,ChrB11,120379,122236
ChrA1,605010,607812,ChrB11,122516,125543
ChrA1,608102,609374,ChrB11,125758,127042
ChrA1,609709,610759,ChrB10,105013,106072
ChrA1,611054,611339,ChrB10,106433,106718
ChrA1,614978,615395,ChrB11,130633,131050
ChrA1,615685,618004,ChrB10,106893,109461
ChrA1,621645,623409,ChrB11,515062,516871
ChrA1,625497,627261,ChrB11,515062,516871
ChrA1,628172,630323,ChrB4,1147378,1149466
ChrA1,631798,632410,ChrB12,782173,782896
ChrA1,632522,633092,ChrB4,1149950,1150520
ChrA1,633502,635452,ChrB4,1151802,1153626
ChrA1,636545,638291,ChrB15,381052,382822
ChrA1,638899,640483,ChrB4,969989,971474
ChrA1,640535,641468,ChrB15,379780,380806
ChrA1,641973,643551,ChrB4,1415209,1416874
ChrA1,643678,644251,ChrB4,1414574,1415171
ChrA1,644633,646013,ChrB15,378218,379562
ChrA1,648430,649488,ChrB15,93394,94402
ChrA1,649904,651431,ChrB15,94855,96361
ChrA1,651862,652408,ChrB12,368780,369311
ChrA1,652701,654453,ChrB15,97550,99488
ChrA1,655209,655533,ChrB14,65743,66052
ChrA1,656186,657368,ChrB15,99808,100957
ChrA1,657935,659990,ChrB15,101474,103229
ChrA1,661260,663900,ChrB14,68914,71443
ChrA1,663955,668764,ChrB14,71672,76583
ChrA1,669271,670732,ChrB14,76945,78520
ChrA1,673197,675057,ChrB14,80639,82541
ChrA1,675168,675804,ChrB15,108257,108896
ChrA1,676031,676808,ChrB15,109175,109889
ChrA1,677066,679394,ChrB11,605632,608365
ChrA1,679468,681631,ChrB15,474593,476792
ChrA1,682056,683001,ChrB15,473474,474416
ChrA1,683111,683864,ChrB15,472724,473369
ChrA1,685695,686613,ChrB11,604404,605418
ChrA1,686737,687457,ChrB15,471898,472597
ChrA1,687734,688772,ChrB11,603194,604232
ChrA1,688855,692050,ChrB11,599856,603072
ChrA1,692605,693199,ChrB11,599093,599681
ChrA1,694307,697112,ChrB11,597054,598890
ChrA1,697188,698178,ChrB15,468211,469252
ChrA1,698625,699564,ChrB15,466674,467589
ChrA1,699724,701509,ChrB15,464770,466543
ChrA1,702532,705853,ChrB11,592824,596298
ChrA1,706288,707323,ChrB11,591505,592540
ChrA1,707460,708441,ChrB11,590394,591357
ChrA1,709270,710911,ChrB15,455906,457820
ChrA1,711230,712958,ChrB10,532061,533759
ChrA1,713018,714866,ChrB13,181473,183363
ChrA1,715346,717176,ChrB10,534026,535751
ChrA1,717702,719253,ChrB10,536055,537549
ChrA1,719824,720982,ChrB13,178425,179637
ChrA1,722216,726026,ChrB13,174219,178305
ChrA1,726016,726985,ChrB13,173138,174074
ChrA1,729439,730312,ChrB13,170401,171310
ChrA1,730939,731632,ChrB14,352819,355042
ChrA1,733199,735302,ChrB13,28265,29807
ChrA1,736460,738761,ChrB8,134553,136533
ChrA1,741711,742857,ChrB8,138693,139851
ChrA1,743191,744577,ChrB8,140010,141402
ChrA1,745047,746712,ChrB8,141893,143558
ChrA1,747133,749152,ChrB8,143995,146062
ChrA1,749441,750446,ChrB6,203742,204750
ChrA1,753261,754161,ChrB3,108020,108791
ChrA1,756583,757493,ChrB3,110807,111675
ChrA1,762699,763440,ChrB7,497132,498034
ChrA1,763945,767434,ChrB1,147593,151166
ChrA1,767755,769534,ChrB1,152256,153876
ChrA1,769696,770350,ChrB1,154064,154724
ChrA1,770988,772308,ChrB1,155004,156285
ChrA1,772564,774313,ChrB7,492473,494174
ChrA1,774641,776507,ChrB1,156753,158619
ChrA1,776959,778231,ChrB7,490702,491956
ChrA1,778533,779286,ChrB7,489707,490547
ChrA1,779525,783368,ChrB7,485920,489442
ChrA1,784598,785492,ChrB1,158965,159793
ChrA1,787767,790467,ChrB7,479909,482666
ChrA1,797532,800781,ChrB7,469091,472298
ChrA1,801372,803655,ChrB8,448334,450806
ChrA1,806123,806531,ChrB8,452871,453441
ChrA1,806733,808005,ChrB8,454228,455527
ChrA1,808252,810319,ChrB8,459298,461530
ChrA1,810966,811647,ChrB8,467227,467914
ChrA1,811859,813809,ChrB8,468218,470576
ChrA1,816910,818611,ChrB8,472743,474459
ChrA1,818751,819852,ChrB7,1006204,1007305
ChrA1,820160,820970,ChrB8,474626,475340
ChrA1,821243,824279,ChrB7,1007670,1010766
ChrA1,825573,827106,ChrB7,1012484,1014089
ChrA1,827263,831784,ChrB8,475998,480672
ChrA1,832429,833317,ChrB8,480989,481919
ChrA1,833454,835386,ChrB8,482004,483837
ChrA1,835652,838517,ChrB13,845570,848486
ChrA1,838591,840970,ChrB7,1014320,1016750
ChrA1,841882,843100,ChrB13,848684,849809
ChrA1,843146,843938,ChrB7,1016973,1017759
ChrA1,844244,846578,ChrB7,1019597,1021853
ChrA1,847035,848529,ChrB13,850073,851591
ChrA1,849220,851305,ChrB7,1022655,1024761
ChrA1,851951,853625,ChrB13,852629,854390
ChrA1,854162,854900,ChrB7,1025003,1025735
ChrA1,855405,855999,ChrB7,1026056,1026653
ChrA1,856552,857008,ChrB7,1026056,1026653
ChrA1,857478,858089,ChrB13,854794,855293
ChrA1,858457,862417,ChrB7,1027369,1031509
ChrA1,862466,863876,ChrB13,855398,856793
ChrA1,865421,871304,ChrB7,1031790,1037694
ChrA1,871389,872076,ChrB7,1037799,1038501
ChrA1,872664,873258,ChrB13,858296,858890
ChrA1,873687,875355,ChrB13,859214,860891
ChrA1,876593,878201,ChrB13,861921,863520
ChrA1,878562,879006,ChrB13,863818,864271
ChrA1,879151,882253,ChrB7,1039894,1043095
ChrA1,882809,883271,ChrB7,1043275,1043749
ChrA1,883466,885515,ChrB7,1043818,1045480
ChrA1,885993,887106,ChrB13,864411,865350
ChrA1,887497,889027,ChrB13,865558,867091
ChrA1,889687,891850,ChrB13,867554,869627
ChrA1,892397,893099,ChrB13,901708,902413
ChrA1,893625,895401,ChrB13,899378,901307
ChrA1,895417,896227,ChrB13,898404,899226
ChrA1,896930,898358,ChrB8,512731,514600
ChrA1,898751,900230,ChrB8,514904,516485
ChrA1,900516,901284,ChrB5,552524,553259
ChrA1,901340,902216,ChrB5,553333,553969
ChrA1,902373,903597,ChrB8,517531,518713
ChrA1,907243,907864,ChrB7,22303,23203
ChrA1,908096,908981,ChrB14,749135,750008
ChrA1,913341,915246,ChrB8,19087,20971
ChrA1,916546,917332,ChrB11,306210,306720
ChrA1,919455,920004,ChrB2,331832,332360
ChrA1,921021,922083,ChrB2,330506,331511
ChrA1,922515,924201,ChrB2,328172,330092
ChrA1,924495,925875,ChrB4,489507,490896
ChrA1,926573,927005,ChrB4,488071,488662
ChrA1,927058,928255,ChrB4,486803,488003
ChrA1,928562,929657,ChrB15,290880,292074
ChrA1,929876,931715,ChrB15,288897,290553
ChrA1,933156,933618,ChrB6,166745,167258
ChrA1,934134,935733,ChrB6,165066,166566
ChrA1,936125,937880,ChrB15,286171,287950
ChrA1,938711,941738,ChrB15,282420,285426
ChrA1,941783,944042,ChrB6,162487,164746
ChrA1,945120,946407,ChrB15,280271,281498
ChrA1,946488,948501,ChrB15,278055,280086
ChrA1,948880,950086,ChrB8,64461,65859
ChrA1,953796,955047,ChrB3,137745,138996
ChrA1,955277,956798,ChrB3,139184,140933
ChrA1,956791,957493,ChrB3,141216,142170
ChrA1,958238,959087,ChrB3,143633,144506
ChrA1,967048,969982,ChrB3,144772,147634
ChrA1,970973,973133,ChrB5,133119,135234
ChrA1,973754,974529,ChrB5,131771,132551
ChrA1,974830,975076,ChrB3,155319,155556
ChrA1,975453,975729,ChrB3,154829,155096
ChrA1,975785,976844,ChrB3,152836,153928
ChrA1,978094,979834,ChrB5,128824,130561
ChrA1,980615,982022,ChrB5,126628,128284
ChrA1,982551,983124,ChrB3,167369,167999
ChrA1,983427,984372,ChrB14,259577,260456
ChrA1,985470,987336,ChrB3,164110,166339
ChrA1,987997,988912,ChrB5,123656,124670
ChrA1,990778,991606,ChrB5,121470,122310
ChrA1,991844,992615,ChrB5,120497,121301
ChrA1,992733,994158,ChrB3,160743,162222
ChrA1,994477,994870,ChrB14,349366,349756
ChrA1,995142,995889,ChrB14,347765,348521
ChrA1,997456,998623,ChrB14,346312,347542
ChrA1,998887,1003480,ChrB14,360923,365717
ChrA1,1003775,1004115,ChrB14,366032,366412
ChrA1,1004254,1004896,ChrB8,360912,361644
ChrA1,1005269,1006913,ChrB14,366740,368321
ChrA1,1007119,1008568,ChrB14,368594,370055
ChrA1,1008959,1010168,ChrB14,370367,371645
ChrA1,1010466,1010811,ChrB14,371881,372226
ChrA1,1014917,1016663,ChrB7,880419,882231
ChrA1,1021525,1022434,ChrB10,451019,451934
ChrA1,1023062,1024028,ChrB10,452429,453446
ChrA1,1031061,1034418,ChrB1,203402,208016
ChrA1,1048617,1049781,ChrB7,5311,5839
ChrA2,4364,5888,ChrB11,6106,7528
ChrA2,9893,11666,ChrB15,22524,24294
ChrA2,15256,16666,ChrB2,427697,429101
ChrA2,18348,19698,ChrB1,203402,208016
ChrA2,22475,23972,ChrB15,1049510,1051058
ChrA2,25846,27541,ChrB14,731617,733303
ChrA2,27871,28558,ChrB14,733355,734069
ChrA2,29146,30598,ChrB14,734290,735733
ChrA2,31821,32982,ChrB10,736043,737117
ChrA2,39266,39893,ChrB4,1473428,1474772
ChrA2,40063,41737,ChrB7,284441,285947
ChrA2,42283,44587,ChrB7,281633,283937
ChrA2,48522,49098,ChrB5,212586,213177
ChrA2,49534,50053,ChrB5,213436,213898
ChrA2,50392,51462,ChrB7,93791,94460
ChrA2,52710,55278,ChrB5,215062,217693
ChrA2,55371,57834,ChrB5,218056,221287
ChrA2,58093,59209,ChrB7,92511,93591
ChrA2,59964,61335,ChrB2,101885,105221
ChrA2,61450,61939,ChrB4,1319386,1319841
ChrA2,62254,63982,ChrB4,1320063,1321941
ChrA2,64283,65468,ChrB4,1322204,1323386
ChrA2,65982,66792,ChrB4,1324476,1325301
ChrA2,67722,67938,ChrB13,251303,251516
ChrA2,68241,71352,ChrB13,247676,250868
ChrA2,71669,72200,ChrB13,246894,247428
ChrA2,72527,73166,ChrB13,246115,246751
ChrA2,73660,76609,ChrB4,1325500,1328470
ChrA2,77438,78467,ChrB4,1328782,1330027
ChrA2,81663,82509,ChrB13,243224,244064
ChrA2,82971,84522,ChrB4,1331236,1332841
ChrA2,84875,85928,ChrB13,241988,243029
ChrA2,85995,86997,ChrB4,1332982,1333969
ChrA2,88087,90067,ChrB13,239457,241536
ChrA2,90745,91141,ChrB4,1337351,1337774
ChrA2,91521,93204,ChrB13,236587,238731
ChrA2,94267,95512,ChrB13,234770,235952
ChrA2,95847,96846,ChrB13,233456,234455
ChrA2,97171,97843,ChrB4,1339675,1340719
ChrA2,97984,99868,ChrB13,231148,233143
ChrA2,100413,101430,ChrB13,229733,230813
ChrA2,101770,103489,ChrB4,1342492,1344241
ChrA2,103733,104297,ChrB13,228936,229500
ChrA2,104648,106199,ChrB13,226993,228664
ChrA2,106219,110383,ChrB4,1345675,1349938
ChrA2,110708,112631,ChrB4,1350289,1352353
ChrA2,112770,114489,ChrB4,145825,147589
ChrA2,115561,116410,ChrB4,1353724,1354633
ChrA2,118525,119833,ChrB4,1356064,1357369
ChrA2,119926,121291,ChrB4,1357579,1358902
ChrA2,121863,122820,ChrB13,224405,225365
ChrA2,125026,126421,ChrB13,221405,222563
ChrA2,127977,130023,ChrB4,1362877,1364902
ChrA2,131821,134395,ChrB13,217361,219878
ChrA2,134908,135385,ChrB13,216434,216914
ChrA2,135777,136356,ChrB4,1366263,1366827
ChrA2,137170,139015,ChrB4,1367484,1369386
ChrA2,139683,141504,ChrB13,214188,216156
ChrA2,144222,153951,ChrB4,1369789,1379596
ChrA2,155829,158455,ChrB13,209524,212155
ChrA2,159036,161046,ChrB16,130161,132228
ChrA2,162843,165855,ChrB2,177873,181275
ChrA2,166551,168921,ChrB16,133042,135424
ChrA2,169002,170217,ChrB7,248493,249531
ChrA2,170645,173550,ChrB7,249868,252738
ChrA2,173709,174579,ChrB7,252896,253859
ChrA2,176584,178168,ChrB7,255662,256964
ChrA2,178645,179218,ChrB16,138697,139409
ChrA2,179492,182996,ChrB16,139619,143171
ChrA2,183717,187077,ChrB7,257706,261501
ChrA2,187460,188444,ChrB16,147415,148423
ChrA2,188670,190221,ChrB16,148568,150191
ChrA2,190618,191347,ChrB16,150613,151330
ChrA2,191447,195965,ChrB7,261647,265859
ChrA2,196340,197741,ChrB7,266144,267524
ChrA2,197849,199157,ChrB7,267722,269075
ChrA2,199513,201175,ChrB16,151514,153149
ChrA2,201751,202297,ChrB16,153494,154040
ChrA2,202600,204517,ChrB16,154289,156212
ChrA2,205045,206800,ChrB7,381522,383208
ChrA2,206862,207948,ChrB16,156489,157593
ChrA2,208683,210468,ChrB16,157841,159593
ChrA2,213114,214626,ChrB7,379759,381271
ChrA2,214742,216218,ChrB7,377608,379582
ChrA2,216793,217747,ChrB16,162631,163597
ChrA2,219930,221025,ChrB11,84703,85903
ChrA2,221103,222636,ChrB12,955009,956710
ChrA2,222950,225377,ChrB11,86224,88786
ChrA2,226763,227561,ChrB12,953352,954144
ChrA2,231873,232410,ChrB11,92743,93298
ChrA2,233552,234935,ChrB11,94498,96265
ChrA2,235477,236803,ChrB11,96756,98157
ChrA2,237220,238120,ChrB11,98720,99641
ChrA2,240124,246268,ChrB11,100670,106826
ChrA2,246729,247590,ChrB12,948367,949192
ChrA2,248298,249552,ChrB11,107315,108599
ChrA2,250481,253904,ChrB12,937540,940981
ChrA2,254446,257275,ChrB12,934413,937233
ChrA2,257298,260280,ChrB4,316970,320120
ChrA2,260565,260880,ChrB12,933884,934253
ChrA2,261088,261781,ChrB12,932966,933653
ChrA2,262454,263420,ChrB4,320667,321552
ChrA2,267797,269789,ChrB4,324046,326149
ChrA2,270823,273865,ChrB4,326612,329567
ChrA2,274063,274762,ChrB12,928742,929600
ChrA2,275297,277343,ChrB12,925567,927619
ChrA2,278509,280507,ChrB12,922441,924448
ChrA2,280663,281398,ChrB4,329835,330447
ChrA2,282502,284488,ChrB12,919535,921596
ChrA2,289198,292204,ChrB12,915155,919019
ChrA2,293918,296333,ChrB12,912549,914892
ChrA2,296599,298519,ChrB12,910234,912310
ChrA2,299376,299559,ChrB4,334216,334396
ChrA2,301535,302480,ChrB12,907949,909398
ChrA2,303443,304733,ChrB4,334834,336121
ChrA2,305322,306120,ChrB16,900754,901558
ChrA2,311809,313864,ChrB16,907217,909434
ChrA2,314014,315433,ChrB16,909732,911022
ChrA2,315832,316440,ChrB16,911256,911800
ChrA2,316551,317016,ChrB16,911987,912479
ChrA2,317408,321614,ChrB16,912663,916962
ChrA2,321675,323649,ChrB16,917076,919041
ChrA2,324535,325618,ChrB16,919380,920487
ChrA2,326870,329075,ChrB8,509362,511837
ChrA2,329890,332185,ChrB8,506318,508709
ChrA2,334363,336277,ChrB8,502387,504196
ChrA2,339423,341742,ChrB10,698325,700614
ChrA2,341885,342914,ChrB10,697140,698169
ChrA2,343107,344259,ChrB8,499949,501143
ChrA2,344306,345371,ChrB10,695905,696949
ChrA2,345634,350590,ChrB10,690749,695696
ChrA2,350965,352175,ChrB10,689444,690524
ChrA2,352194,356871,ChrB10,684566,689321
ChrA2,357311,358055,ChrB8,499078,499885
ChrA2,359756,363440,ChrB10,678956,683285
ChrA2,364574,365522,ChrB8,496314,497280
ChrA2,368179,369463,ChrB10,677440,678706
ChrA2,369642,369906,ChrB10,676970,677234
ChrA2,370261,370951,ChrB10,676058,676778
ChrA2,370976,373307,ChrB8,493895,496187
ChrA2,373968,375975,ChrB10,673728,675852
ChrA2,376097,376745,ChrB10,672990,673620
ChrA2,377178,378798,ChrB8,491930,493658
ChrA2,379104,382263,ChrB10,669521,672668
ChrA2,383846,385640,ChrB8,488656,490396
ChrA2,386350,386881,ChrB8,487711,488236
ChrA2,386962,387796,ChrB8,486825,487662
ChrA2,388078,388480,ChrB8,486229,486631
ChrA2,388544,390200,ChrB10,667643,669293
ChrA2,390700,392767,ChrB10,665217,667137
ChrA2,393245,393422,ChrB13,103982,104162
ChrA2,394523,395585,ChrB9,410806,411838
ChrA2,395810,396737,ChrB10,663999,665019
ChrA2,400018,404017,ChrB13,104776,108532
ChrA2,404545,405823,ChrB13,108805,110077
ChrA2,406173,406806,ChrB13,110246,110852
ChrA2,407087,409415,ChrB10,656253,658689
ChrA2,409719,410298,ChrB13,111001,111550
ChrA2,411096,412299,ChrB10,654736,655963
ChrA2,412599,413134,ChrB13,111864,112344
ChrA2,413128,415888,ChrB13,112512,115347
ChrA2,417087,420306,ChrB13,115733,118898
ChrA2,421573,422830,ChrB13,120088,121324
ChrA2,423405,424620,ChrB12,1028853,1029768
