chr1,start1,end1,chr2,start2,end2
ChrA1,164835,166920,ChrB7,509046,511002
ChrA1,167241,169167,ChrB7,428600,431330
ChrA1,169566,170202,ChrB7,427296,427947
ChrA1,170939,172349,ChrB7,425361,426804
ChrA1,187899,190704,ChrB8,299144,301934
ChrA1,195145,206377,ChrB8,302760,313995
ChrA1,206980,208201,ChrB15,280271,281498
ChrA1,208310,210338,ChrB15,278055,280086
ChrA1,211828,213901,ChrB15,274956,276939
ChrA1,218654,220676,ChrB8,143995,146062
ChrA1,221287,222934,ChrB8,141893,143558
ChrA1,223147,224017,ChrB8,138693,139851
ChrA1,244682,245501,ChrB3,39785,40724
ChrA1,248521,249340,ChrB3,39785,40724
ChrA1,256249,257581,ChrB4,1167213,1168659
ChrA1,258666,259626,ChrB4,1169177,1170143
ChrA1,260083,261421,ChrB4,1170325,1171825
ChrA1,261811,263575,ChrB4,1172385,1174176
ChrA1,264151,265873,ChrB4,1176119,1178174
ChrA1,266054,268655,ChrB4,1178665,1181260
ChrA1,269089,270040,ChrB4,1181800,1182754
ChrA1,271683,272874,ChrB8,326812,328036
ChrA1,276914,278054,ChrB4,1184746,1185889
ChrA1,278466,281085,ChrB4,1186106,1188941
ChrA1,281160,281463,ChrB4,1189198,1189567
ChrA1,281636,283403,ChrB8,328302,330060
ChrA1,283633,286783,ChrB4,1191935,1194884
ChrA1,287317,288148,ChrB4,1195411,1196263
ChrA1,288372,290448,ChrB4,1196678,1198697
ChrA1,290594,291704,ChrB4,1199182,1200553
ChrA1,291887,292160,ChrB4,1202127,1202397
ChrA1,292469,293759,ChrB15,545028,546333
ChrA1,293965,295291,ChrB4,1202842,1204210
ChrA1,295533,296371,ChrB4,1212847,1213614
ChrA1,296850,297783,ChrB4,1213903,1214842
ChrA1,297871,300358,ChrB4,1215015,1217580
ChrA1,300735,301944,ChrB4,1217781,1219110
ChrA1,302937,304443,ChrB4,1219412,1220948
ChrA1,304788,305775,ChrB4,1221111,1222149
ChrA1,306352,306925,ChrB4,1222758,1223331
ChrA1,307102,308032,ChrB4,1223473,1224394
ChrA1,308688,310062,ChrB4,1225165,1226536
ChrA1,310322,311828,ChrB4,1226821,1228303
ChrA1,312173,312479,ChrB4,1228610,1228916
ChrA1,312727,313334,ChrB4,1229348,1229609
ChrA1,313661,316040,ChrB4,1230166,1233196
ChrA1,317960,319910,ChrB4,1234217,1236125
ChrA1,320670,322666,ChrB4,1236557,1238004
ChrA1,324012,324342,ChrB4,1239491,1239824
ChrA1,324580,325306,ChrB4,1239959,1240676
ChrA1,325787,326594,ChrB4,1241203,1242031
ChrA1,331578,333465,ChrB4,1246083,1247982
ChrA1,336116,337583,ChrB7,142245,144048
ChrA1,349883,353339,ChrB12,204990,208500
ChrA1,353883,355344,ChrB12,208760,210269
ChrA1,355619,357035,ChrB12,210511,211933
ChrA1,357638,359678,ChrB12,212368,214456
ChrA1,360778,361030,ChrB12,224920,225172
ChrA1,361831,364813,ChrB12,225425,228596
ChrA1,365126,365696,ChrB12,228907,229582
ChrA1,366289,366934,ChrB12,229965,230451
ChrA1,369403,372592,ChrB7,586391,589469
ChrA1,373099,375301,ChrB2,528316,530638
ChrA1,375609,376602,ChrB2,527024,528038
ChrA1,377254,378502,ChrB5,208978,210232
ChrA1,378873,383832,ChrB7,102542,107504
ChrA1,384819,387066,ChrB7,108157,110404
ChrA1,387855,388401,ChrB15,874742,875321
ChrA1,388857,390270,ChrB15,875598,877038
ChrA1,390686,392117,ChrB15,880964,882272
ChrA1,392921,394454,ChrB12,554577,556419
ChrA1,394612,395029,ChrB12,552269,552605
ChrA1,395218,396067,ChrB12,552723,553677
ChrA1,397178,398492,ChrB12,550649,551960
ChrA1,399219,400026,ChrB12,549510,550293
ChrA1,400290,400611,ChrB12,549011,549356
ChrA1,400840,401804,ChrB12,547852,548769
ChrA1,402069,403596,ChrB12,546096,547611
ChrA1,404062,405814,ChrB12,543967,545698
ChrA1,406132,407488,ChrB12,541936,543304
ChrA1,408063,409188,ChrB12,540808,541573
ChrA1,409522,410077,ChrB12,540008,540536
ChrA1,410625,411423,ChrB12,538791,539589
ChrA1,411673,412849,ChrB12,537271,538432
ChrA1,413587,415297,ChrB12,535213,536689
ChrA1,415932,416202,ChrB5,194272,194539
ChrA1,416928,418848,ChrB2,122752,124759
ChrA1,419950,422110,ChrB2,119378,121874
ChrA1,425057,426212,ChrB2,115572,116829
ChrA1,426570,427929,ChrB2,113761,115168
ChrA1,429120,429771,ChrB2,112800,113427
ChrA1,429935,431114,ChrB2,111436,112708
ChrA1,433576,435544,ChrB2,105315,107406
ChrA1,436142,436925,ChrB2,100370,101156
ChrA1,437545,440842,ChrB2,96668,100115
ChrA1,448805,449897,ChrB2,86721,87789
ChrA1,450574,453700,ChrB5,382594,385876
ChrA1,454150,455479,ChrB2,69750,71127
ChrA1,456155,457241,ChrB2,71865,72972
ChrA1,457589,459218,ChrB2,73069,74695
ChrA1,460158,460515,ChrB2,80377,80731
ChrA1,461929,462304,ChrB6,248522,248894
ChrA1,462715,463513,ChrB6,249065,249866
ChrA1,464301,465912,ChrB6,250162,251803
ChrA1,467237,469040,ChrB7,25717,27484
ChrA1,469654,470452,ChrB6,252504,253329
ChrA2,10384,10615,ChrB12,523631,524390
ChrA2,12802,13885,ChrB3,15797,16880
ChrA2,16532,17825,ChrB3,17289,18561
ChrA2,18030,21441,ChrB3,18815,22106
ChrA2,22170,23184,ChrB3,22428,23379
ChrA2,24497,24764,ChrB3,24031,24325
ChrA2,26583,28815,ChrB3,24767,26906
ChrA2,33143,34118,ChrB3,27928,28936
ChrA2,35990,38504,ChrB3,31448,33974
ChrA2,38643,39894,ChrB3,34142,35393
ChrA2,42676,44698,ChrB3,35864,37616
ChrA2,51484,51682,ChrB4,1487541,1488990
ChrA2,54265,55093,ChrB3,43660,44437
ChrA2,55440,57681,ChrB3,44622,46905
ChrA2,58188,59640,ChrB3,47110,48364
ChrA2,60372,61944,ChrB3,48652,50221
ChrA2,65726,68165,ChrB3,52644,54882
ChrA2,68286,69912,ChrB3,54940,56527
ChrA2,70859,72197,ChrB3,57373,58678
ChrA2,73365,74454,ChrB3,61657,62722
ChrA2,74764,75256,ChrB3,62775,63282
ChrA2,75929,76898,ChrB3,63440,64481
ChrA2,77087,78005,ChrB3,64674,65568
ChrA2,78386,80795,ChrB3,65933,68333
ChrA2,81491,82808,ChrB3,68598,69921
ChrA2,83142,84327,ChrB3,70149,71367
ChrA2,84712,85951,ChrB3,71802,73341
ChrA2,99049,99682,ChrB12,513161,513821
ChrA2,102066,103242,ChrB12,516677,517670
ChrA2,103560,105987,ChrB12,517939,520351
ChrA2,112174,112864,ChrB12,523631,524390
ChrA2,119647,120268,ChrB15,44937,45633
ChrA2,120461,122519,ChrB15,45759,47574
ChrA2,123329,126662,ChrB15,49554,52788
ChrA2,127373,128918,ChrB15,53097,54552
ChrA2,129207,129714,ChrB15,54594,55104
ChrA2,131811,132516,ChrB15,55557,56280
ChrA2,132867,134892,ChrB15,56451,58539
ChrA2,135421,136705,ChrB15,58758,60030
ChrA2,137173,138283,ChrB4,740472,741600
ChrA2,138825,143916,ChrB4,734900,739997
ChrA2,144099,144771,ChrB4,734137,734803
ChrA2,145131,145488,ChrB4,733617,733924
ChrA2,148807,150934,ChrB4,730577,732836
ChrA2,151249,153283,ChrB4,728258,730250
ChrA2,157244,159263,ChrB4,671268,673365
ChrA2,159372,161106,ChrB4,673519,675667
ChrA2,163062,164673,ChrB4,676101,677802
ChrA2,165052,165349,ChrB4,682174,682492
ChrA2,165647,166520,ChrB4,682723,683581
ChrA2,166952,168662,ChrB4,683945,685643
ChrA2,168975,170844,ChrB4,685881,687840
ChrA2,172116,172341,ChrB4,691013,691214
ChrA2,172859,174521,ChrB4,691548,693261
ChrA2,175133,175709,ChrB4,693584,694175
ChrA2,179402,180701,ChrB4,698553,699468
ChrA2,182893,183886,ChrB4,703233,704244
ChrA2,184251,187614,ChrB4,709548,712995
ChrA2,187857,189792,ChrB4,713339,715379
ChrA2,190332,191136,ChrB4,715746,716622
ChrA2,194460,195798,ChrB7,940868,942215
ChrA2,195957,196785,ChrB7,939922,940804
ChrA2,201331,202123,ChrB7,936073,936883
ChrA2,202353,205617,ChrB7,932540,935795
ChrA2,206409,212784,ChrB7,924695,930815
ChrA2,213179,215003,ChrB7,922632,924462
ChrA2,215214,215538,ChrB7,922174,922507
ChrA2,216052,216745,ChrB13,44044,44791
ChrA2,217340,219272,ChrB13,42042,43575
ChrA2,220221,221760,ChrB13,40186,41794
ChrA2,224662,227815,ChrB13,34242,37647
ChrA2,230086,231172,ChrB13,30610,31684
ChrA2,232346,233921,ChrB13,28265,29807
ChrA2,234124,235075,ChrB13,26929,27862
ChrA2,236028,237771,ChrB13,24036,25800
ChrA2,240485,241424,ChrB13,20760,21699
ChrA2,241730,243497,ChrB13,17063,18809
ChrA2,244623,246171,ChrB13,15134,16676
ChrA2,246795,247680,ChrB4,929469,930357
ChrA2,248794,250387,ChrB4,927451,929098
ChrA2,255315,256731,ChrB4,965112,966489
ChrA2,256862,258152,ChrB4,966556,967822
ChrA2,258670,260722,ChrB12,445523,447575
ChrA2,262589,264620,ChrB12,849865,852019
ChrA2,265970,267707,ChrB12,847387,849124
ChrA2,267688,268987,ChrB12,846102,847422
ChrA2,269302,270751,ChrB12,844281,845730
ChrA2,274983,276693,ChrB7,599416,601141
ChrA2,278006,278657,ChrB12,840320,840914
ChrA2,298525,299725,ChrB12,838065,839253
ChrA2,303111,305202,ChrB12,834351,836163
ChrA2,306014,308585,ChrB12,831115,833539
ChrA2,313238,314195,ChrB11,461634,462696
ChrA2,316191,317667,ChrB2,768942,770415
ChrA2,318075,318516,ChrB2,768239,768680
ChrA2,319011,321624,ChrB2,764969,767606
ChrA2,322658,324521,ChrB2,762783,764697
ChrA2,324766,326083,ChrB2,761256,762594
ChrA2,326445,327213,ChrB2,760293,760899
ChrA2,327773,330068,ChrB2,757619,760043
ChrA2,330837,335832,ChrB2,751355,757106
ChrA2,336070,340138,ChrB12,646414,650923
ChrA2,341790,343548,ChrB12,642626,644336
ChrA2,343993,344626,ChrB12,641463,642057
ChrA2,352818,353751,ChrB3,141216,142170
ChrA2,354364,357430,ChrB5,48470,51539
ChrA2,357524,358784,ChrB5,47167,48373
ChrA2,359017,360640,ChrB5,43251,44925
ChrA2,360763,360952,ChrB5,42399,42624
ChrA2,363896,366863,ChrB5,36534,39537
ChrA2,371460,372900,ChrB10,449201,450665
ChrA2,373955,375773,ChrB7,880419,882231
ChrA2,376265,377177,ChrB10,451019,451934
ChrA2,378158,379157,ChrB10,452429,453446
ChrA2,380290,381814,ChrB10,456238,457774
ChrA2,382110,382395,ChrB10,458076,458361
ChrA2,382451,383336,ChrB10,458640,459426
ChrA2,384700,384955,ChrB10,459794,460418
ChrA2,385191,386487,ChrB10,460381,461593
ChrA2,386874,387465,ChrB10,461828,462425
ChrA2,393429,395181,ChrB10,464450,466208
ChrA2,395821,397030,ChrB7,903473,904748
ChrA2,397589,398111,ChrB10,466520,467033
ChrA2,398401,399442,ChrB10,467231,468281
ChrA2,400330,401164,ChrB16,744688,745573
ChrA2,401512,402517,ChrB16,745827,746835
ChrA2,404712,407298,ChrB16,749255,751919
ChrA2,408699,409593,ChrB16,753300,754248
ChrA2,412229,414932,ChrB7,678694,682135
ChrA2,415659,416601,ChrB10,285557,289226
ChrA2,418677,420273,ChrB2,298291,299950
ChrA2,420543,422172,ChrB2,294424,296002
ChrA2,422686,423979,ChrB2,292876,294019
ChrA2,424410,425592,ChrB2,290680,291865
ChrA2,427593,431085,ChrB2,284427,287925
ChrA2,431270,431810,ChrB2,283737,284271
ChrA2,437356,438208,ChrB15,517641,518490
ChrA2,438656,439061,ChrB15,516448,516841
ChrA2,441598,442552,ChrB15,513294,514278
ChrA2,446313,446979,ChrB14,420097,420778
ChrA2,451395,452586,ChrB14,627455,628616
ChrA2,453355,453910,ChrB3,111915,112482
ChrA2,454308,455302,ChrB3,110807,111675
ChrA2,455474,456995,ChrB3,109104,110670
ChrA2,457408,458314,ChrB3,108020,108791
ChrA2,459393,460194,ChrB3,103570,104350
ChrA2,462675,463231,ChrB3,101316,101788
ChrA2,463473,468096,ChrB3,96280,101191
ChrA2,468916,470005,ChrB3,94620,95763
ChrA2,475071,476955,ChrB12,507796,510232
ChrA2,480760,482563,ChrB12,502420,504247
ChrA2,482910,483807,ChrB12,501259,502162
ChrA2,484165,484636,ChrB12,500578,501049
ChrA2,487185,491598,ChrB12,628683,633354
ChrA3,2136,4284,ChrB11,646355,649865
ChrA3,11625,12939,ChrB10,712254,715740
ChrA3,18883,23710,ChrB9,389571,393675
ChrA3,28112,28823,ChrB4,1501446,1502160
ChrA3,29469,31620,ChrB10,102226,104428
ChrA3,32334,34077,ChrB10,97736,99467
ChrA3,34814,35165,ChrB10,96160,96529
ChrA3,37252,39814,ChrB12,329676,332115
ChrA3,40814,42467,ChrB12,327729,329238
ChrA3,43085,43790,ChrB12,326512,327415
ChrA3,44178,44712,ChrB2,513043,513583
ChrA3,45220,52360,ChrB2,505667,512774
ChrA3,53078,53465,ChrB2,504853,505306
ChrA3,54153,56700,ChrB2,501803,504287
ChrA3,57174,59502,ChrB2,499651,501442
ChrA3,59853,61893,ChrB2,497162,499277
ChrA3,62223,63396,ChrB2,495591,496869
ChrA3,63956,64904,ChrB2,494352,495339
ChrA3,65388,66483,ChrB2,493080,494115
ChrA3,66982,68512,ChrB2,491268,492822
ChrA3,69395,71900,ChrB12,574150,576337
ChrA3,72386,73334,ChrB12,576824,577793
ChrA3,74094,74667,ChrB12,578361,579024
ChrA3,75027,77478,ChrB12,579317,581771
ChrA3,78077,80435,ChrB12,582232,585490
ChrA3,86129,88502,ChrB9,389571,393675
ChrA3,96913,100018,ChrB15,28702,31606
ChrA3,114804,117915,ChrB15,28702,31606
ChrA3,119006,119954,ChrB12,586463,587573
ChrA3,120607,121681,ChrB12,589353,590541
ChrA3,121943,124712,ChrB4,889750,892492
ChrA3,125742,127896,ChrB4,884726,886865
ChrA3,128628,129780,ChrB9,142927,144085
ChrA3,129883,134389,ChrB9,144326,148709
ChrA3,136269,139602,ChrB9,151594,154846
ChrA3,141274,142399,ChrB9,156044,157178
ChrA3,146470,148522,ChrB9,160886,162977
ChrA3,148888,151177,ChrB9,163277,165761
ChrA3,153062,154982,ChrB16,195949,197788
ChrA3,156369,156618,ChrB16,199094,199376
ChrA3,156929,159947,ChrB16,199494,202536
ChrA3,160383,162501,ChrB16,205247,207647
ChrA3,162990,164613,ChrB16,203420,204941
ChrA3,165240,166932,ChrB16,208156,209806
ChrA3,167801,168512,ChrB16,212157,212784
ChrA3,169231,169897,ChrB16,213041,213962
ChrA3,172379,174038,ChrB2,714806,716465
ChrA3,175746,177162,ChrB2,713003,714455
ChrA3,177283,178411,ChrB2,711590,712754
ChrA3,182304,182799,ChrB2,707527,708016
ChrA3,183721,185065,ChrB2,705446,706793
ChrA3,188713,189049,ChrB2,679548,680050
ChrA3,189500,190973,ChrB2,61201,62602
ChrA3,191462,193387,ChrB3,111915,112482
ChrA3,193729,196167,ChrB3,111915,112482
ChrA3,199486,201796,ChrB2,67168,69445
ChrA3,202383,202488,ChrB14,352413,352530
ChrA3,202919,204122,ChrB7,37616,38780
ChrA3,204410,206528,ChrB7,39022,41149
ChrA3,206651,208511,ChrB6,246145,248134
ChrA3,208792,209806,ChrB6,243073,244159
ChrA3,211506,212958,ChrB6,239991,241437
ChrA3,213831,214629,ChrB6,239113,239827
ChrA3,214711,215305,ChrB6,238457,239060
ChrA3,215563,216457,ChrB6,237367,238255
ChrA3,220618,222061,ChrB6,232011,233544
ChrA3,222417,223767,ChrB5,235769,237119
ChrA3,225011,226457,ChrB5,78052,79456
ChrA3,226766,227324,ChrB5,234936,235491
ChrA3,228008,229955,ChrB5,232460,234740
ChrA3,230495,232967,ChrB5,229794,231987
ChrA3,233338,234424,ChrB5,226857,228252
ChrA3,234787,235732,ChrB5,225888,226854
ChrA3,236111,238672,ChrB5,223366,225199
ChrA3,239594,240083,ChrB5,221845,222403
ChrA3,240648,243621,ChrB5,218056,221287
ChrA3,243791,246581,ChrB5,215062,217693
ChrA3,247492,248149,ChrB5,214075,214747
ChrA3,248396,248843,ChrB5,213436,213898
ChrA3,249145,249643,ChrB5,212586,213177
ChrA3,255820,257752,ChrB12,919535,921596
ChrA3,259113,262965,ChrB12,915155,919019
ChrA3,263269,265585,ChrB12,912549,914892
ChrA3,265851,267885,ChrB12,910234,912310
ChrA3,268567,268789,ChrB12,909728,909965
ChrA3,268998,270051,ChrB12,907949,909398
ChrA3,270563,271385,ChrB12,907078,907918
ChrA3,272009,273524,ChrB12,904748,906305
ChrA3,273698,275081,ChrB1,134183,135665
ChrA3,275324,276191,ChrB1,135853,136633
ChrA3,276662,277250,ChrB1,136913,137510
ChrA3,278429,279548,ChrB8,62960,64157
ChrA3,280106,281150,ChrB15,817291,818335
ChrA3,282196,283513,ChrB15,818865,820158
ChrA3,283843,284164,ChrB15,820453,820774
ChrA3,284432,285572,ChrB15,821022,822294
ChrA3,286016,287966,ChrB15,822587,824867
ChrA3,290288,291692,ChrB15,826384,827869
ChrA3,297243,297864,ChrB3,214070,214739
ChrA3,300098,303182,ChrB7,98968,102076
ChrA3,303459,304296,ChrB5,207643,208474
ChrA3,306270,309744,ChrB12,683671,687202
ChrA3,310370,311018,ChrB12,680199,680844
ChrA3,311803,321130,ChrB12,54210,63645
ChrA3,321830,322592,ChrB12,53130,53931
ChrA3,323071,323551,ChrB12,52086,52590
ChrA3,323831,325790,ChrB12,49937,51947
ChrA3,328798,333745,ChrB12,41279,46265
ChrA3,337922,338852,ChrB14,723355,724306
ChrA3,339145,341203,ChrB14,721119,723112
ChrA3,341754,343191,ChrB14,719345,720647
ChrA3,343813,345310,ChrB14,716779,718327
ChrA3,346532,347873,ChrB14,714047,715388
ChrA3,348407,349031,ChrB14,713022,713655
ChrA3,354136,354541,ChrB14,707787,708195
ChrA3,354712,356035,ChrB14,706138,707608
ChrA3,356202,358209,ChrB10,712254,715740
ChrA3,358730,360473,ChrB3,265067,266846
ChrA3,360680,362612,ChrB3,260310,262452
ChrA3,363171,364362,ChrB14,701894,703085
ChrA3,364697,365789,ChrB14,700540,701659
ChrA3,365995,366862,ChrB14,699689,700460
ChrA3,367134,369630,ChrB4,622111,624721
ChrA3,374121,374820,ChrB9,342993,343656
ChrA3,374952,375249,ChrB9,342535,342835
ChrA3,377163,377707,ChrB9,335665,336212
ChrA3,377956,378586,ChrB9,334881,335529
ChrA3,379500,380268,ChrB9,333726,334536
ChrA3,397302,399213,ChrB9,326102,327995
ChrA3,407264,409343,ChrB2,248805,251016
ChrA3,409543,411019,ChrB2,247009,248503
ChrA3,412697,413999,ChrB2,244365,245667
ChrA3,414186,415602,ChrB2,242808,244230
ChrA3,416099,416924,ChrB2,241707,242568
ChrA3,417269,417857,ChrB4,453044,453650
ChrA3,419262,421515,ChrB4,450219,452475
ChrA3,423676,423997,ChrB2,237152,237467
ChrA3,426905,428657,ChrB4,444682,446383
ChrA3,429563,430028,ChrB4,443028,443511
ChrA3,430891,431998,ChrB4,441013,442309
ChrA3,432405,433236,ChrB4,439908,440754
ChrA3,434136,435000,ChrB10,611194,612043
ChrA3,435372,435900,ChrB10,612412,612931
ChrA3,436254,438381,ChrB10,613185,615156
ChrA3,439305,440046,ChrB10,615575,616286
ChrA3,440141,441140,ChrB10,616350,617334
ChrA3,441767,442580,ChrB10,618233,619034
ChrA3,442733,443318,ChrB10,619156,619765
ChrA3,443732,444197,ChrB10,622549,623014
ChrA3,444933,445881,ChrB3,111915,112482
ChrA3,447028,447874,ChrB10,639941,640451
ChrA3,450189,451014,ChrB10,638231,638975
ChrA3,451150,451489,ChrB10,637029,637635
ChrA3,452034,452697,ChrB10,637029,637635
ChrA3,453302,454178,ChrB10,635854,636706
ChrA3,454290,456360,ChrB10,633614,635681
ChrA3,457505,460847,ChrB10,629584,632941
ChrA3,461627,462740,ChrB10,627339,628326
ChrA3,463053,465102,ChrB10,624837,627015
ChrA3,465715,466732,ChrB10,623580,624603
ChrA3,467625,470856,ChrB1,172210,175135
ChrA3,473100,475341,ChrB1,190192,192256
ChrA3,482105,484220,ChrB15,220766,222902
ChrA3,484896,486159,ChrB15,219210,220473
ChrA3,492511,494419,ChrB15,214016,216137
ChrA3,494687,496133,ChrB15,212243,213734
ChrA3,496560,497988,ChrB15,210519,211995
ChrA3,498336,500970,ChrB15,207391,210265
ChrA3,501475,502549,ChrB15,206102,207176
ChrA3,502776,503910,ChrB15,204730,205885
ChrA3,506269,508789,ChrB4,378873,381438
ChrA3,509229,509829,ChrB15,201984,202518
ChrA3,516402,517416,ChrB4,42699,43707
ChrA3,517885,521224,ChrB4,38866,42244
ChrA3,521724,521838,ChrB4,38486,38597
ChrA3,522564,524686,ChrB4,36796,38173
ChrA3,528598,530836,ChrB4,34236,36477
ChrA3,530984,531914,ChrB4,32295,33234
ChrA3,532336,533572,ChrB4,30656,31829
ChrA3,534397,535849,ChrB4,28984,30454
ChrA3,536418,538278,ChrB4,26402,28775
ChrA3,538454,541559,ChrB4,22822,25876
ChrA4,29344,29914,ChrB1,36508,37147
ChrA4,30267,31416,ChrB1,37463,38972
ChrA4,31656,32868,ChrB11,78865,79882
ChrA4,41435,42704,ChrB11,84703,85903
ChrA4,42945,45531,ChrB11,86224,88786
ChrA4,47785,50011,ChrB11,89283,91536
ChrA4,52243,52798,ChrB11,92743,93298
ChrA4,55304,57443,ChrB11,94498,96265
ChrA4,59151,60543,ChrB11,96756,98157
ChrA4,61049,62033,ChrB11,98720,99641
ChrA4,64403,70649,ChrB11,100670,106826
ChrA4,71399,72689,ChrB11,107315,108599
ChrA4,72969,76083,ChrB4,316970,320120
ChrA4,76763,77780,ChrB4,320667,321552
ChrA4,80946,83028,ChrB4,324046,326149
ChrA4,85553,88889,ChrB4,326612,329567
ChrA4,89193,90825,ChrB12,925567,927619
ChrA4,92049,92625,ChrB4,329835,330447
ChrA4,94611,94794,ChrB4,334216,334396
ChrA4,97235,98213,ChrB4,336248,337277
ChrA4,98588,99062,ChrB4,337486,338070
ChrA4,99695,101555,ChrB4,338271,340134
ChrA4,103842,106263,ChrB4,341618,343985
ChrA4,106569,107208,ChrB4,344236,344953
ChrA4,108340,114283,ChrB4,345664,351037
ChrA4,114551,115802,ChrB12,878281,879508
ChrA4,117146,118073,ChrB4,351433,352420
ChrA4,118877,121286,ChrB4,352876,355378
ChrA4,121907,122993,ChrB4,355673,356759
ChrA4,123850,125320,ChrB4,359824,361285
ChrA4,129292,131713,ChrB9,163277,165761
ChrA4,131946,133464,ChrB14,538172,539819
ChrA4,133798,134281,ChrB2,480434,480923
ChrA4,134535,135441,ChrB2,479337,480323
ChrA4,138970,139960,ChrB16,698868,700014
ChrA4,141999,142191,ChrB15,389212,389422
ChrA4,142617,143949,ChrB16,695736,696819
ChrA4,148619,149102,ChrB16,691932,692418
ChrA4,149561,151208,ChrB16,690106,691789
ChrA4,152032,155479,ChrB2,462869,465770
ChrA4,155761,157459,ChrB16,685897,687598
ChrA4,158989,160327,ChrB16,682940,684353
ChrA4,160809,161253,ChrB2,457918,458362
ChrA4,161494,163480,ChrB2,454821,457665
ChrA4,163801,164482,ChrB16,682219,682777
ChrA4,164749,165643,ChrB16,681212,682112
ChrA4,166232,166616,ChrB16,677811,678320
ChrA4,166897,167365,ChrB16,677164,677641
ChrA4,167878,168781,ChrB16,675976,676882
ChrA4,170545,171628,ChrB16,672470,673496
ChrA4,172034,173042,ChrB16,671125,672142
ChrA4,173337,176382,ChrB16,667675,670873
ChrA4,179248,180025,ChrB2,424989,425766
ChrA4,180211,181279,ChrB2,423764,424829
ChrA4,181791,182544,ChrB7,123590,124298
ChrA4,188294,189578,ChrB7,129882,131169
ChrA4,189932,197933,ChrB7,131524,139543
ChrA4,199160,200417,ChrB12,196828,198085
ChrA4,201004,202012,ChrB12,195449,196472
ChrA4,202711,203398,ChrB12,194451,195174
ChrA4,204174,204720,ChrB11,179666,180263
ChrA4,205101,206787,ChrB11,180778,182425
ChrA4,207418,209080,ChrB11,182957,184544
ChrA4,209429,209642,ChrB11,185285,185681
ChrA4,209960,210353,ChrB11,185285,185681
ChrA4,210604,210919,ChrB11,185956,186292
ChrA4,211248,213378,ChrB11,186459,188640
ChrA4,214356,215860,ChrB13,499455,500688
ChrA4,216203,218489,ChrB11,189123,191442
ChrA4,221348,221579,ChrB6,103698,103932
ChrA4,221691,222174,ChrB6,103982,104462
ChrA4,222596,224330,ChrB15,286171,287950
ChrA4,224940,228159,ChrB15,989788,992833
ChrA4,228284,229223,ChrB15,992863,994855
ChrA4,229503,230967,ChrB15,995017,996511
ChrA4,232228,233164,ChrB15,997212,998244
ChrA4,233486,236093,ChrB15,998452,1000828
ChrA4,237083,239213,ChrB15,1001146,1003225
ChrA4,239709,242241,ChrB12,377984,380564
ChrA4,242705,244103,ChrB12,380821,382252
ChrA4,244240,246328,ChrB12,382470,384534
ChrA4,246786,247479,ChrB12,384724,385408
ChrA4,247760,248318,ChrB12,385533,386175
ChrA4,248730,249984,ChrB14,31943,33188
ChrA4,250404,253020,ChrB14,28738,31378
ChrA4,253762,256399,ChrB3,310957,313456
ChrA4,256759,257758,ChrB14,27336,28347
