chr1,start1,end1,chr2,start2,end2
ChrA1,734176,734503,ChrB16,720636,720960
ChrA1,734753,735908,ChrB16,719557,720424
ChrA1,736072,737071,ChrB7,642009,643008
ChrA1,737770,740224,ChrB16,716155,718468
ChrA1,740635,741004,ChrB2,504853,505306
ChrA1,741563,743720,ChrB16,713274,715941
ChrA1,744308,745922,ChrB16,711402,713028
ChrA1,746252,747311,ChrB16,710100,711138
ChrA1,748155,749253,ChrB2,494352,495339
ChrA1,749647,751033,ChrB16,708496,709828
ChrA1,751126,752620,ChrB16,706971,708342
ChrA1,753448,754990,ChrB2,491268,492822
ChrA1,756572,757046,ChrB2,480434,480923
ChrA1,760861,761977,ChrB16,697146,698265
ChrA1,763706,764894,ChrB16,695736,696819
ChrA1,769720,771367,ChrB16,690106,691789
ChrA1,773126,777302,ChrB2,469747,473926
ChrA1,777476,779744,ChrB2,467247,469620
ChrA1,785861,786746,ChrB16,684555,685437
ChrA1,787025,788381,ChrB2,458871,460221
ChrA1,788803,791476,ChrB2,454821,457665
ChrA1,791947,792679,ChrB2,453792,454530
ChrA1,792808,793552,ChrB16,682219,682777
ChrA1,793948,794866,ChrB16,681212,682112
ChrA1,795224,795788,ChrB2,452657,453224
ChrA1,796784,797972,ChrB2,450880,451969
ChrA1,798567,798870,ChrB16,677811,678320
ChrA1,799140,799608,ChrB16,677164,677641
ChrA1,800053,800779,ChrB16,675976,676882
ChrA1,802878,803913,ChrB16,671125,672142
ChrA1,804354,806004,ChrB2,447708,449316
ChrA1,806615,808889,ChrB2,445061,447323
ChrA1,808995,813273,ChrB2,436950,441315
ChrA1,813702,814401,ChrB2,436020,436713
ChrA1,815062,817270,ChrB2,432035,434297
ChrA1,817588,817897,ChrB2,427154,427484
ChrA1,820348,820879,ChrB16,664959,665490
ChrA1,821354,824855,ChrB16,661136,664673
ChrA1,825321,828486,ChrB2,147208,150286
ChrA1,829706,829958,ChrB2,418906,419164
ChrA1,830530,831514,ChrB2,161698,162715
ChrA1,831651,832095,ChrB2,164487,164772
ChrA1,834995,837890,ChrB2,411053,413981
ChrA1,838683,840396,ChrB2,409168,410629
ChrA1,841814,844931,ChrB4,570648,573726
ChrA1,849476,853478,ChrB2,401252,405251
ChrA1,853598,855521,ChrB4,565926,567555
ChrA1,855863,856508,ChrB4,565022,565640
ChrA1,856899,859182,ChrB2,398613,400890
ChrA1,867406,870277,ChrB2,386285,389216
ChrA1,870632,872558,ChrB4,553253,555152
ChrA1,872846,873557,ChrB2,379220,379934
ChrA1,873712,874798,ChrB4,557055,558060
ChrA1,879825,880809,ChrB4,546641,547628
ChrA1,887213,887741,ChrB2,365975,366600
ChrA1,889412,892661,ChrB4,535191,538467
ChrA1,894837,898089,ChrB4,531306,534582
ChrA1,898477,900259,ChrB4,525439,527215
ChrA1,901664,904829,ChrB2,356860,360187
ChrA1,905340,906219,ChrB2,352192,353293
ChrA1,913517,915056,ChrB2,328172,330092
ChrA1,915345,916722,ChrB4,489507,490896
ChrA1,919231,920953,ChrB2,324340,326059
ChrA1,922749,923694,ChrB2,316967,317864
ChrA1,925411,928708,ChrB4,479114,482267
ChrA1,929811,930162,ChrB4,478473,478758
ChrA1,933900,934947,ChrB2,304929,305976
ChrA1,936003,937296,ChrB2,296368,297742
ChrA1,937691,939233,ChrB2,294424,296002
ChrA1,939404,940874,ChrB2,309080,310313
ChrA1,943574,947285,ChrB2,284427,287925
ChrA1,947493,948030,ChrB2,283737,284271
ChrA1,948356,952811,ChrB4,465918,470424
ChrA1,956780,957878,ChrB2,274426,275527
ChrA1,962487,963801,ChrB4,438046,439360
ChrA1,964558,965404,ChrB4,439908,440754
ChrA1,965763,966903,ChrB4,441013,442309
ChrA1,968943,970911,ChrB1,166741,168871
ChrA1,971585,974327,ChrB2,270946,273703
ChrA1,974712,976218,ChrB4,424208,425732
ChrA1,976456,977392,ChrB4,426001,426934
ChrA1,978407,979424,ChrB4,427363,428347
ChrA1,980167,982162,ChrB4,429066,430926
ChrA1,982545,984474,ChrB2,267709,269503
ChrA1,985593,986457,ChrB2,257111,257975
ChrA1,986767,987178,ChrB2,256330,256741
ChrA1,988991,989303,ChrB2,255372,255684
ChrA1,992770,995731,ChrB4,458541,461247
ChrA1,996688,999121,ChrB2,248805,251016
ChrA1,999335,1000736,ChrB4,455200,456583
ChrA1,1001210,1002719,ChrB2,242808,244230
ChrA1,1004122,1005079,ChrB2,241707,242568
ChrA1,1009824,1010145,ChrB2,237152,237467
ChrA1,1010797,1018270,ChrB2,227635,235117
ChrA1,1018806,1020690,ChrB4,444682,446383
ChrA1,1021926,1022430,ChrB4,443028,443511
ChrA1,1036992,1037712,ChrB4,1427430,1428120
ChrA1,1038550,1040674,ChrB10,147966,150390
ChrA1,1041661,1042540,ChrB10,145159,146044
ChrA1,1043658,1044732,ChrB11,559665,560652
ChrA1,1044988,1045975,ChrB10,397354,398398
ChrA1,1046282,1047473,ChrB7,834688,835903
ChrA1,1047670,1050622,ChrB10,398936,402410
ChrA1,1051054,1052113,ChrB7,829115,830153
ChrA1,1052561,1054718,ChrB10,402896,404945
ChrA1,1055262,1056885,ChrB10,407557,409162
ChrA1,1057174,1059379,ChrB10,411233,413399
ChrA1,1060092,1060572,ChrB10,414284,414770
ChrA1,1060992,1062270,ChrB7,876668,878192
ChrA1,1064462,1066172,ChrB7,880419,882231
ChrA1,1068356,1069271,ChrB10,451019,451934
ChrA1,1069731,1070757,ChrB10,452429,453446
ChrA1,1073631,1075173,ChrB10,456238,457774
ChrA1,1075401,1076628,ChrB7,884508,885741
ChrA1,1079031,1081032,ChrB7,889732,892186
ChrA1,1081698,1082319,ChrB10,461828,462425
ChrA1,1083252,1085625,ChrB7,894692,897146
ChrA1,1085792,1086764,ChrB7,780398,781379
ChrA1,1088021,1090304,ChrB7,897501,899781
ChrA1,1090372,1092751,ChrB7,899903,902270
ChrA1,1093393,1095163,ChrB10,464450,466208
ChrA1,1095814,1096288,ChrB7,905236,905683
ChrA1,1096873,1099720,ChrB7,905933,908774
ChrA1,1099897,1100884,ChrB10,467231,468281
ChrA1,1101376,1102297,ChrB7,909212,910085
ChrA1,1102392,1103298,ChrB10,468554,469579
ChrA1,1103588,1104347,ChrB10,470229,470964
ChrA1,1104728,1105259,ChrB10,471137,471671
ChrA1,1105684,1105987,ChrB7,910431,910737
ChrA1,1106315,1107245,ChrB7,911882,912812
ChrA1,1107400,1108639,ChrB7,913502,914738
ChrA1,1109280,1110741,ChrB7,915240,916701
ChrA1,1112866,1114795,ChrB7,922632,924462
ChrA1,1115121,1121355,ChrB7,924695,930815
ChrA1,1123878,1127136,ChrB7,932540,935795
ChrA1,1127498,1128308,ChrB7,936073,936883
ChrA1,1128843,1129503,ChrB8,392638,393283
ChrA1,1129953,1130505,ChrB8,393533,394085
ChrA1,1133965,1134787,ChrB7,939922,940804
ChrA1,1134866,1136255,ChrB7,940868,942215
ChrA1,1137119,1139051,ChrB7,945144,947019
ChrA1,1139363,1140962,ChrB8,397250,398990
ChrA1,1141124,1142684,ChrB8,399267,400848
ChrA1,1143252,1144821,ChrB7,947419,948997
ChrA1,1146836,1147769,ChrB7,952547,953480
ChrA1,1148394,1149081,ChrB7,953959,954646
ChrA1,1149459,1152657,ChrB8,402965,406178
ChrA1,1153856,1155053,ChrB7,959903,961103
ChrA1,1155346,1156003,ChrB7,961359,962061
ChrA1,1156389,1156764,ChrB7,962529,962817
ChrA1,1157283,1159530,ChrB7,963297,965655
ChrA1,1160845,1161457,ChrB8,412906,413455
ChrA1,1165193,1166888,ChrB8,417548,419063
ChrA1,1168850,1171826,ChrB7,970770,973734
ChrA1,1176575,1177907,ChrB7,978035,979319
ChrA1,1178892,1179630,ChrB7,984965,985685
ChrA1,1183601,1185407,ChrB7,988048,989419
ChrA1,1185682,1190263,ChrB8,424609,429178
ChrA1,1190701,1197967,ChrB8,429706,436948
ChrA1,1198496,1200497,ChrB8,437169,439050
ChrA1,1200960,1201767,ChrB8,439341,440127
ChrA1,1202220,1203885,ChrB8,440376,441933
ChrA1,1204295,1204904,ChrB7,995638,996229
ChrA1,1205369,1207250,ChrB8,445712,447605
ChrA1,1207830,1208535,ChrB8,467227,467914
ChrA1,1212279,1213356,ChrB7,1006204,1007305
ChrA1,1213846,1214635,ChrB8,474626,475340
ChrA1,1216255,1217671,ChrB7,1012484,1014089
ChrA1,1217941,1219975,ChrB8,482004,483837
ChrA1,1220456,1223390,ChrB13,845570,848486
ChrA1,1223529,1225869,ChrB7,1014320,1016750
ChrA1,1226334,1227354,ChrB13,848684,849809
ChrA1,1227421,1228234,ChrB7,1016973,1017759
ChrA1,1228636,1229830,ChrB7,1017966,1019241
ChrA1,1230151,1232326,ChrB7,1019597,1021853
ChrA1,1233607,1235170,ChrB13,852629,854390
ChrA1,1236261,1236603,ChrB13,854794,855293
ChrA1,1236800,1238273,ChrB13,855398,856793
ChrA1,1238758,1244719,ChrB7,1031790,1037694
ChrA1,1246316,1247996,ChrB13,859214,860891
ChrA1,1249103,1250738,ChrB13,861921,863520
ChrA1,1251103,1251559,ChrB13,863818,864271
ChrA1,1252034,1252772,ChrB7,1043275,1043749
ChrA1,1252913,1254449,ChrB13,865558,867091
ChrA1,1255268,1256144,ChrB7,1045643,1046561
ChrA1,1256564,1258262,ChrB7,1046730,1048464
ChrA1,1261885,1267240,ChrB13,881158,886516
ChrA1,1268974,1270693,ChrB13,887002,888682
ChrA1,1270960,1271758,ChrB7,1050909,1051725
ChrA1,1273219,1277653,ChrB7,1052823,1057257
ChrA1,1277944,1278883,ChrB7,1057782,1058724
ChrA1,1281375,1282677,ChrB7,1061851,1063153
ChrA1,1283224,1284031,ChrB13,898404,899226
ChrA1,1284622,1285324,ChrB13,901708,902413
ChrA1,1285933,1289158,ChrB7,757769,761138
ChrA1,1289283,1290720,ChrB16,832060,833458
ChrA1,1291205,1291976,ChrB7,761391,762168
ChrA1,1292409,1292835,ChrB16,833688,834245
ChrA1,1294218,1296060,ChrB16,835562,837413
ChrA1,1306393,1308343,ChrB7,112474,114664
ChrA1,1308848,1309676,ChrB5,207643,208474
ChrA1,1310543,1312820,ChrB7,108157,110404
ChrA1,1313739,1316826,ChrB7,98968,102076
ChrA1,1324009,1325143,ChrB7,92511,93591
ChrA1,1325536,1326706,ChrB7,91431,92382
ChrA1,1327075,1328374,ChrB7,90053,91247
ChrA1,1328899,1330561,ChrB7,82877,84257
ChrA1,1331049,1331634,ChrB5,221845,222403
ChrA1,1334116,1335949,ChrB5,223366,225199
ChrA1,1340673,1343112,ChrB5,229794,231987
ChrA1,1343596,1345819,ChrB5,232460,234740
ChrA1,1351925,1353968,ChrB7,53786,55796
ChrA1,1354576,1355293,ChrB7,52730,53528
ChrA1,1356064,1356595,ChrB7,44651,45197
ChrA1,1356927,1358577,ChrB7,41497,43174
ChrA1,1359050,1360922,ChrB6,246145,248134
ChrA1,1361026,1363150,ChrB7,39022,41149
ChrA1,1363381,1365667,ChrB7,33097,35212
ChrA1,1366677,1368492,ChrB7,25717,27484
ChrA1,1368947,1369772,ChrB6,252504,253329
ChrA1,1370007,1371129,ChrB6,264203,265226
ChrA2,41392,42139,ChrB5,552524,553259
ChrA2,42652,44224,ChrB8,514904,516485
ChrA2,44467,46525,ChrB8,509362,511837
ChrA2,47319,49755,ChrB8,506318,508709
ChrA2,52058,53870,ChrB8,502387,504196
ChrA2,54317,55223,ChrB10,700881,701691
ChrA2,55685,57956,ChrB10,698325,700614
ChrA2,58245,59292,ChrB10,697140,698169
ChrA2,59681,60854,ChrB8,499949,501143
ChrA2,60869,61955,ChrB10,695905,696949
ChrA2,62342,67427,ChrB10,690749,695696
ChrA2,67478,72254,ChrB10,684566,689321
ChrA2,73020,74007,ChrB8,497489,498422
ChrA2,74266,75565,ChrB10,677440,678706
ChrA2,75817,76003,ChrB13,103982,104162
ChrA2,83355,84555,ChrB10,654736,655963
ChrA2,84721,87559,ChrB13,112512,115347
ChrA2,93809,98177,ChrB13,124729,129367
ChrA2,98590,100288,ChrB13,129748,131572
ChrA2,100563,101283,ChrB12,1024188,1024837
ChrA2,101622,102672,ChrB13,139062,140214
ChrA2,103064,104345,ChrB12,1022624,1023971
ChrA2,109657,112504,ChrB13,148952,151532
ChrA2,113091,114231,ChrB13,151870,153001
ChrA2,114426,115401,ChrB12,1014490,1015450
ChrA2,115902,116160,ChrB12,1013908,1014178
ChrA2,116376,121023,ChrB13,153218,158258
ChrA2,123269,127262,ChrB12,1007420,1011245
ChrA2,127431,128067,ChrB12,1006377,1006995
ChrA2,134905,136672,ChrB12,990776,992732
ChrA2,137316,139434,ChrB12,988427,990440
ChrA2,139974,143637,ChrB12,982893,986817
ChrA2,145066,146107,ChrB11,78865,79882
ChrA2,146529,147639,ChrB12,963784,964879
ChrA2,149233,150499,ChrB11,84703,85903
ChrA2,150706,151228,ChrB11,92743,93298
ChrA2,151896,152607,ChrB12,932966,933653
ChrA2,156511,158554,ChrB4,326612,329567
ChrA2,159524,160361,ChrB12,928742,929600
ChrA2,160986,162735,ChrB12,925567,927619
ChrA2,163502,165524,ChrB12,922441,924448
ChrA2,165928,168259,ChrB12,912549,914892
ChrA2,168689,170732,ChrB12,910234,912310
ChrA2,170774,171875,ChrB12,907949,909398
ChrA2,172253,173285,ChrB4,336248,337277
ChrA2,173655,174129,ChrB4,337486,338070
ChrA2,174405,176292,ChrB4,338271,340134
ChrA2,178914,181323,ChrB4,341618,343985
ChrA2,181790,185786,ChrB12,888850,892900
ChrA2,185936,186539,ChrB4,344236,344953
ChrA2,187070,194681,ChrB4,345664,351037
ChrA2,194811,198171,ChrB12,885287,888632
ChrA2,198562,200764,ChrB12,879722,881924
ChrA2,201066,202284,ChrB12,878281,879508
ChrA2,203048,204086,ChrB4,351433,352420
ChrA2,204455,206855,ChrB4,352876,355378
ChrA2,207123,208209,ChrB4,355673,356759
ChrA2,209513,210545,ChrB12,873745,874792
ChrA2,210737,211532,ChrB4,362671,363583
ChrA2,211902,212754,ChrB12,872825,873554
ChrA2,215867,217640,ChrB7,618076,619858
ChrA2,217772,218099,ChrB12,854061,854391
ChrA2,218394,218739,ChrB12,853460,853718
ChrA2,219704,223760,ChrB7,611888,615965
ChrA2,224011,224695,ChrB12,852494,853151
ChrA2,225809,227525,ChrB7,607562,609101
ChrA2,227852,229058,ChrB7,606135,607143
ChrA2,229537,231634,ChrB12,849865,852019
ChrA2,232251,233757,ChrB12,846102,847422
ChrA2,234398,235241,ChrB7,604772,605501
ChrA2,235466,236915,ChrB12,844281,845730
ChrA2,241061,242822,ChrB7,599416,601141
ChrA2,243886,244723,ChrB10,196286,197126
ChrA2,244839,245643,ChrB11,518197,518950
ChrA2,246707,248528,ChrB11,515062,516871
ChrA2,250768,251929,ChrB11,511998,513159
ChrA2,252499,253360,ChrB11,510909,511797
ChrA2,256950,258606,ChrB10,207876,209529
ChrA2,258871,259486,ChrB11,507938,508553
ChrA2,259997,262070,ChrB10,178096,180103
ChrA2,263015,264194,ChrB10,185527,186679
ChrA2,264834,265308,ChrB10,187125,187644
ChrA2,265793,267122,ChrB10,188003,189440
ChrA2,267706,268222,ChrB10,189715,190243
ChrA2,268674,269952,ChrB11,525386,526640
ChrA2,270570,271167,ChrB11,524222,525074
ChrA2,271515,272408,ChrB11,523417,523969
ChrA2,272583,273921,ChrB11,522014,523346
ChrA2,283531,285754,ChrB11,485143,487372
ChrA2,286286,287114,ChrB11,487769,488618
ChrA2,287416,288367,ChrB11,488737,489655
ChrA2,288839,289502,ChrB10,245590,246244
ChrA2,290112,293373,ChrB10,257422,260947
ChrA2,293508,295770,ChrB10,262756,265051
ChrA2,296333,297851,ChrB16,655139,656552
